date,RATE,RATE_30days_ago,change
2008-06-21,5.01,4.62,up
2008-06-22,5.01,5.0,up
2008-06-23,4.62,5.0,down
2008-06-24,4.55,5.0,down
2008-06-25,4.55,5.0,down
2008-06-26,5.01,5.0,up
2008-06-27,5.0,5.01,down
2008-06-28,5.0,5.03,down
2008-06-29,5.0,5.03,down
2008-06-30,5.01,5.04,down
2008-07-01,4.99,5.04,down
2008-07-02,4.99,5.04,down
2008-07-03,4.99,5.0,down
2008-07-04,5.03,5.0,up
2008-07-05,5.03,5.0,up
2008-07-06,5.03,5.0,up
2008-07-07,5.01,5.0,up
2008-07-08,5.01,5.0,up
2008-07-09,5.02,5.0,up
2008-07-10,5.01,4.81,up
2008-07-11,5.01,4.57,up
2008-07-12,5.01,4.57,up
2008-07-13,5.01,4.99,up
2008-07-14,5.0,4.99,up
2008-07-15,5.01,4.99,up
2008-07-16,5.0,4.99,up
2008-07-17,5.01,5.01,same
2008-07-18,5.01,5.0,up
2008-07-19,5.01,5.0,up
2008-07-20,5.01,5.0,up
2008-07-21,4.58,5.01,down
2008-07-22,4.57,5.01,down
2008-07-23,4.56,5.01,down
2008-07-24,5.0,4.62,up
2008-07-25,5.0,4.55,up
2008-07-26,5.0,4.55,up
2008-07-27,5.0,5.01,down
2008-07-28,5.01,5.0,up
2008-07-29,5.01,5.0,up
2008-07-30,5.0,5.0,same
2008-07-31,5.03,5.01,up
2008-08-01,5.02,4.99,up
2008-08-02,5.02,4.99,up
2008-08-03,5.02,4.99,up
2008-08-04,5.02,5.03,down
2008-08-05,5.02,5.03,down
2008-08-06,5.02,5.03,down
2008-08-07,5.25,5.01,up
2008-08-08,5.24,5.01,up
2008-08-09,5.24,5.02,up
2008-08-10,5.24,5.01,up
2008-08-11,5.24,5.01,up
2008-08-12,5.25,5.01,up
2008-08-13,5.25,5.01,up
2008-08-14,5.25,5.0,up
2008-08-15,5.25,5.01,up
2008-08-16,5.25,5.0,up
2008-08-17,5.25,5.01,up
2008-08-18,5.24,5.01,up
2008-08-19,5.23,5.01,up
2008-08-20,5.23,5.01,up
2008-08-21,5.25,4.58,up
2008-08-22,5.25,4.57,up
2008-08-23,5.25,4.56,up
2008-08-24,5.25,5.0,up
2008-08-25,5.24,5.0,up
2008-08-26,5.24,5.0,up
2008-08-27,5.24,5.0,up
2008-08-28,5.24,5.01,up
2008-08-29,5.25,5.01,up
2008-08-30,5.25,5.0,up
2008-08-31,5.25,5.03,up
2008-09-01,5.25,5.02,up
2008-09-02,5.24,5.02,up
2008-09-03,5.25,5.02,up
2008-09-04,5.25,5.02,up
2008-09-05,5.24,5.02,up
2008-09-06,5.24,5.02,up
2008-09-07,5.24,5.25,down
2008-09-08,5.25,5.24,up
2008-09-09,5.28,5.24,up
2008-09-10,5.22,5.24,down
2008-09-11,5.25,5.24,up
2008-09-12,5.25,5.25,same
2008-09-13,5.25,5.25,same
2008-09-14,5.25,5.25,same
2008-09-15,5.25,5.25,same
2008-09-16,5.23,5.25,down
2008-09-17,5.24,5.25,down
2008-09-18,5.12,5.24,down
2008-09-19,5.07,5.23,down
2008-09-20,5.07,5.23,down
2008-09-21,5.07,5.25,down
2008-09-22,4.95,5.25,down
2008-09-23,4.8,5.25,down
2008-09-24,4.86,5.25,down
2008-09-25,5.23,5.24,down
2008-09-26,5.23,5.24,down
2008-09-27,5.23,5.24,down
2008-09-28,5.23,5.24,down
2008-09-29,5.22,5.25,down
2008-09-30,5.22,5.25,down
2008-10-01,5.22,5.25,down
2008-10-02,5.22,5.25,down
2008-10-03,5.22,5.24,down
2008-10-04,5.22,5.25,down
2008-10-05,5.22,5.25,down
2008-10-06,5.23,5.24,down
2008-10-07,5.06,5.24,down
2008-10-08,5.12,5.24,down
2008-10-09,4.98,5.25,down
2008-10-10,4.98,5.28,down
2008-10-11,4.98,5.22,down
2008-10-12,4.98,5.25,down
2008-10-13,4.98,5.25,down
2008-10-14,4.99,5.25,down
2008-10-15,4.99,5.25,down
2008-10-16,4.99,5.25,down
2008-10-17,4.99,5.23,down
2008-10-18,4.99,5.24,down
2008-10-19,4.99,5.12,down
2008-10-20,4.97,5.07,down
2008-10-21,4.89,5.07,down
2008-10-22,4.89,5.07,down
2008-10-23,4.98,4.95,up
2008-10-24,4.98,4.8,up
2008-10-25,4.98,4.86,up
2008-10-26,4.98,5.23,down
2008-10-27,4.28,5.23,down
2008-10-28,4.24,5.23,down
2008-10-29,4.24,5.23,down
2008-10-30,4.21,5.22,down
2008-10-31,4.14,5.22,down
2008-11-01,4.14,5.22,down
2008-11-02,4.14,5.22,down
2008-11-03,4.1,5.22,down
2008-11-04,4.02,5.22,down
2008-11-05,4.04,5.22,down
2008-11-06,4.22,5.23,down
2008-11-07,3.97,5.06,down
2008-11-08,3.97,5.12,down
2008-11-09,3.97,4.98,down
2008-11-10,3.98,4.98,down
2008-11-11,3.98,4.98,down
2008-11-12,3.98,4.98,down
2008-11-13,3.98,4.98,down
2008-11-14,3.98,4.99,down
2008-11-15,3.98,4.99,down
2008-11-16,3.98,4.99,down
2008-11-17,3.93,4.99,down
2008-11-18,3.95,4.99,down
2008-11-19,3.95,4.99,down
2008-11-20,3.99,4.97,down
2008-11-21,3.98,4.89,down
2008-11-22,3.98,4.89,down
2008-11-23,3.98,4.98,down
2008-11-24,3.99,4.98,down
2008-11-25,3.98,4.98,down
2008-11-26,3.98,4.98,down
2008-11-27,3.98,4.28,down
2008-11-28,3.99,4.24,down
2008-11-29,3.99,4.24,down
2008-11-30,3.99,4.21,down
2008-12-01,3.97,4.14,down
2008-12-02,3.98,4.14,down
2008-12-03,3.98,4.14,down
2008-12-04,3.91,4.1,down
2008-12-05,3.85,4.02,down
2008-12-06,3.85,4.04,down
2008-12-07,3.85,4.22,down
2008-12-08,4.71,3.97,up
2008-12-09,3.61,3.97,down
2008-12-10,3.61,3.97,down
2008-12-11,3.16,3.98,down
2008-12-12,2.9,3.98,down
2008-12-13,2.9,3.98,down
2008-12-14,2.9,3.98,down
2008-12-15,2.83,3.98,down
2008-12-16,2.78,3.98,down
2008-12-17,2.81,3.98,down
2008-12-18,2.81,3.93,down
2008-12-19,2.82,3.95,down
2008-12-20,2.82,3.95,down
2008-12-21,2.82,3.99,down
2008-12-22,2.7,3.98,down
2008-12-23,2.57,3.98,down
2008-12-24,2.66,3.98,down
2008-12-25,2.66,3.99,down
2008-12-26,2.99,3.98,down
2008-12-27,2.99,3.98,down
2008-12-28,2.99,3.98,down
2008-12-29,2.97,3.99,down
2008-12-30,2.94,3.99,down
2008-12-31,3.02,3.99,down
2009-01-01,3.02,3.97,down
2009-01-02,2.87,3.98,down
2009-01-03,2.87,3.98,down
2009-01-04,2.87,3.91,down
2009-01-05,2.75,3.85,down
2009-01-06,2.59,3.85,down
2009-01-07,2.58,3.85,down
2009-01-08,2.98,4.71,down
2009-01-09,2.49,3.61,down
2009-01-10,2.49,3.61,down
2009-01-11,2.49,3.16,down
2009-01-12,2.42,2.9,down
2009-01-13,2.26,2.9,down
2009-01-14,2.22,2.9,down
2009-01-15,2.04,2.83,down
2009-01-16,2.02,2.78,down
2009-01-17,2.02,2.81,down
2009-01-18,2.02,2.81,down
2009-01-19,1.99,2.82,down
2009-01-20,2.0,2.82,down
2009-01-21,2.1,2.82,down
2009-01-22,2.51,2.7,down
2009-01-23,2.44,2.57,down
2009-01-24,2.44,2.66,down
2009-01-25,2.44,2.66,down
2009-01-26,2.44,2.99,down
2009-01-27,2.44,2.99,down
2009-01-28,2.48,2.99,down
2009-01-29,2.45,2.97,down
2009-01-30,2.41,2.94,down
2009-01-31,2.41,3.02,down
2009-02-01,2.41,3.02,down
2009-02-02,2.38,2.87,down
2009-02-03,2.38,2.87,down
2009-02-04,2.38,2.87,down
2009-02-05,2.39,2.75,down
2009-02-06,2.39,2.59,down
2009-02-07,2.39,2.58,down
2009-02-08,2.39,2.98,down
2009-02-09,2.2,2.49,down
2009-02-10,2.07,2.49,down
2009-02-11,2.06,2.49,down
2009-02-12,2.02,2.42,down
2009-02-13,1.92,2.26,down
2009-02-14,1.92,2.22,down
2009-02-15,1.92,2.04,down
2009-02-16,1.69,2.02,down
2009-02-17,1.76,2.02,down
2009-02-18,1.75,2.02,down
2009-02-19,1.79,1.99,down
2009-02-20,1.82,2.0,down
2009-02-21,1.82,2.1,down
2009-02-22,1.82,2.51,down
2009-02-23,1.76,2.44,down
2009-02-24,1.55,2.44,down
2009-02-25,1.58,2.44,down
2009-02-26,1.88,2.44,down
2009-02-27,1.87,2.44,down
2009-02-28,1.87,2.48,down
2009-03-01,1.87,2.45,down
2009-03-02,1.75,2.41,down
2009-03-03,1.75,2.41,down
2009-03-04,1.76,2.41,down
2009-03-05,1.75,2.38,down
2009-03-06,1.76,2.38,down
2009-03-07,1.76,2.38,down
2009-03-08,1.76,2.39,down
2009-03-09,1.71,2.39,down
2009-03-10,1.63,2.39,down
2009-03-11,1.64,2.39,down
2009-03-12,1.78,2.2,down
2009-03-13,1.82,2.07,down
2009-03-14,1.82,2.06,down
2009-03-15,1.82,2.02,down
2009-03-16,1.82,1.92,down
2009-03-17,1.94,1.92,up
2009-03-18,1.87,1.92,down
2009-03-19,1.79,1.69,up
2009-03-20,1.81,1.76,up
2009-03-21,1.81,1.75,up
2009-03-22,1.81,1.79,up
2009-03-23,1.74,1.82,down
2009-03-24,1.63,1.82,down
2009-03-25,1.56,1.82,down
2009-03-26,1.89,1.76,up
2009-03-27,1.76,1.55,up
2009-03-28,1.76,1.58,up
2009-03-29,1.76,1.88,down
2009-03-30,1.76,1.87,down
2009-03-31,1.73,1.87,down
2009-04-01,1.72,1.87,down
2009-04-02,1.65,1.75,down
2009-04-03,1.66,1.75,down
2009-04-04,1.66,1.76,down
2009-04-05,1.66,1.75,down
2009-04-06,1.65,1.76,down
2009-04-07,1.57,1.76,down
2009-04-08,1.58,1.76,down
2009-04-09,1.86,1.71,up
2009-04-10,1.82,1.63,up
2009-04-11,1.82,1.64,up
2009-04-12,1.82,1.78,up
2009-04-13,1.8,1.82,down
2009-04-14,1.79,1.82,down
2009-04-15,1.76,1.82,down
2009-04-16,1.83,1.82,up
2009-04-17,1.83,1.94,down
2009-04-18,1.83,1.87,down
2009-04-19,1.83,1.79,up
2009-04-20,1.86,1.81,up
2009-04-21,1.57,1.81,down
2009-04-22,1.57,1.81,down
2009-04-23,1.89,1.74,up
2009-04-24,1.84,1.63,up
2009-04-25,1.84,1.56,up
2009-04-26,1.84,1.89,down
2009-04-27,1.88,1.76,up
2009-04-28,1.85,1.76,up
2009-04-29,1.84,1.76,up
2009-04-30,1.85,1.76,up
2009-05-01,1.85,1.73,up
2009-05-02,1.85,1.72,up
2009-05-03,1.85,1.65,up
2009-05-04,1.77,1.66,up
2009-05-05,1.77,1.66,up
2009-05-06,1.72,1.66,up
2009-05-07,1.83,1.65,up
2009-05-08,1.92,1.57,up
2009-05-09,1.92,1.58,up
2009-05-10,1.92,1.86,up
2009-05-11,1.93,1.82,up
2009-05-12,1.93,1.82,up
2009-05-13,1.93,1.82,up
2009-05-14,1.93,1.8,up
2009-05-15,1.93,1.79,up
2009-05-16,1.93,1.76,up
2009-05-17,1.93,1.83,up
2009-05-18,1.89,1.83,up
2009-05-19,1.74,1.83,down
2009-05-20,1.73,1.83,down
2009-05-21,1.96,1.86,up
2009-05-22,1.97,1.57,up
2009-05-23,1.97,1.57,up
2009-05-24,1.97,1.89,up
2009-05-25,1.97,1.84,up
2009-05-26,1.97,1.84,up
2009-05-27,1.96,1.84,up
2009-05-28,1.96,1.88,up
2009-05-29,1.96,1.85,up
2009-05-30,1.96,1.84,up
2009-05-31,1.96,1.85,up
2009-06-01,1.95,1.85,up
2009-06-02,1.93,1.85,up
2009-06-03,1.92,1.85,up
2009-06-04,1.93,1.77,up
2009-06-05,1.93,1.77,up
2009-06-06,1.93,1.72,up
2009-06-07,1.93,1.83,up
2009-06-08,1.93,1.92,up
2009-06-09,1.96,1.92,up
2009-06-10,1.93,1.92,up
2009-06-11,1.96,1.93,up
2009-06-12,1.94,1.93,up
2009-06-13,1.94,1.93,up
2009-06-14,1.94,1.93,up
2009-06-15,1.93,1.93,same
2009-06-16,1.94,1.93,up
2009-06-17,1.95,1.93,up
2009-06-18,1.95,1.89,up
2009-06-19,1.94,1.74,up
2009-06-20,1.94,1.73,up
2009-06-21,1.94,1.96,down
2009-06-22,1.93,1.97,down
2009-06-23,1.82,1.97,down
2009-06-24,1.87,1.97,down
2009-06-25,1.93,1.97,down
2009-06-26,1.92,1.97,down
2009-06-27,1.92,1.96,down
2009-06-28,1.92,1.96,down
2009-06-29,1.92,1.96,down
2009-06-30,1.96,1.96,same
2009-07-01,1.9,1.96,down
2009-07-02,1.92,1.95,down
2009-07-03,1.92,1.93,down
2009-07-04,1.92,1.92,same
2009-07-05,1.92,1.93,down
2009-07-06,1.93,1.93,same
2009-07-07,1.92,1.93,down
2009-07-08,1.92,1.93,down
2009-07-09,1.93,1.93,same
2009-07-10,1.94,1.96,down
2009-07-11,1.94,1.93,up
2009-07-12,1.94,1.96,down
2009-07-13,1.94,1.94,same
2009-07-14,1.95,1.94,up
2009-07-15,1.95,1.94,up
2009-07-16,1.95,1.93,up
2009-07-17,1.94,1.94,same
2009-07-18,1.94,1.95,down
2009-07-19,1.94,1.95,down
2009-07-20,1.94,1.94,same
2009-07-21,1.93,1.94,down
2009-07-22,1.93,1.94,down
2009-07-23,1.93,1.93,same
2009-07-24,1.93,1.82,up
2009-07-25,1.93,1.87,up
2009-07-26,1.93,1.93,same
2009-07-27,1.93,1.92,up
2009-07-28,1.93,1.92,up
2009-07-29,1.93,1.92,up
2009-07-30,1.93,1.92,up
2009-07-31,1.95,1.96,down
2009-08-01,1.95,1.9,up
2009-08-02,1.95,1.92,up
2009-08-03,1.94,1.92,up
2009-08-04,1.97,1.92,up
2009-08-05,1.97,1.92,up
2009-08-06,1.98,1.93,up
2009-08-07,1.99,1.92,up
2009-08-08,1.99,1.92,up
2009-08-09,1.99,1.93,up
2009-08-10,1.99,1.94,up
2009-08-11,1.99,1.94,up
2009-08-12,1.98,1.94,up
2009-08-13,1.98,1.94,up
2009-08-14,1.97,1.95,up
2009-08-15,1.97,1.95,up
2009-08-16,1.97,1.95,up
2009-08-17,1.98,1.94,up
2009-08-18,1.97,1.94,up
2009-08-19,1.97,1.94,up
2009-08-20,1.99,1.94,up
2009-08-21,1.98,1.93,up
2009-08-22,1.98,1.93,up
2009-08-23,1.98,1.93,up
2009-08-24,1.98,1.93,up
2009-08-25,1.98,1.93,up
2009-08-26,1.98,1.93,up
2009-08-27,1.97,1.93,up
2009-08-28,1.97,1.93,up
2009-08-29,1.97,1.93,up
2009-08-30,1.97,1.93,up
2009-08-31,1.99,1.95,up
2009-09-01,1.98,1.95,up
2009-09-02,1.98,1.95,up
2009-09-03,1.97,1.94,up
2009-09-04,1.97,1.97,same
2009-09-05,1.97,1.97,same
2009-09-06,1.97,1.98,down
2009-09-07,1.97,1.99,down
2009-09-08,1.91,1.99,down
2009-09-09,1.98,1.99,down
2009-09-10,1.99,1.99,same
2009-09-11,1.99,1.99,same
2009-09-12,1.99,1.98,up
2009-09-13,1.99,1.98,up
2009-09-14,2.0,1.97,up
2009-09-15,1.99,1.97,up
2009-09-16,1.99,1.97,up
2009-09-17,2.0,1.98,up
2009-09-18,2.0,1.97,up
2009-09-19,2.0,1.97,up
2009-09-20,2.0,1.99,up
2009-09-21,1.97,1.98,down
2009-09-22,1.8,1.98,down
2009-09-23,1.79,1.98,down
2009-09-24,2.0,1.98,up
2009-09-25,2.0,1.98,up
2009-09-26,2.0,1.98,up
2009-09-27,2.0,1.97,up
2009-09-28,2.0,1.97,up
2009-09-29,2.01,1.97,up
2009-09-30,2.0,1.97,up
2009-10-01,2.0,1.99,up
2009-10-02,2.0,1.98,up
2009-10-03,2.0,1.98,up
2009-10-04,2.0,1.97,up
2009-10-05,1.99,1.97,up
2009-10-06,2.0,1.97,up
2009-10-07,1.99,1.97,up
2009-10-08,1.99,1.97,up
2009-10-09,1.99,1.91,up
2009-10-10,1.99,1.98,up
2009-10-11,1.99,1.99,same
2009-10-12,1.99,1.99,same
2009-10-13,1.99,1.99,same
2009-10-14,1.99,1.99,same
2009-10-15,1.99,2.0,down
2009-10-16,1.98,1.99,down
2009-10-17,1.98,1.99,down
2009-10-18,1.98,2.0,down
2009-10-19,1.98,2.0,down
2009-10-20,1.99,2.0,down
2009-10-21,2.02,2.0,up
2009-10-22,2.0,1.97,up
2009-10-23,2.0,1.8,up
2009-10-24,2.0,1.79,up
2009-10-25,2.0,2.0,same
2009-10-26,2.0,2.0,same
2009-10-27,2.0,2.0,same
2009-10-28,2.0,2.0,same
2009-10-29,2.01,2.0,up
2009-10-30,2.01,2.01,same
2009-10-31,2.01,2.0,up
2009-11-01,2.01,2.0,up
2009-11-02,2.0,2.0,same
2009-11-03,1.99,2.0,down
2009-11-04,1.99,2.0,down
2009-11-05,2.0,1.99,up
2009-11-06,2.0,2.0,same
2009-11-07,2.0,1.99,up
2009-11-08,2.0,1.99,up
2009-11-09,2.0,1.99,up
2009-11-10,2.07,1.99,up
2009-11-11,1.98,1.99,down
2009-11-12,2.01,1.99,up
2009-11-13,2.0,1.99,up
2009-11-14,2.0,1.99,up
2009-11-15,2.0,1.99,up
2009-11-16,2.01,1.98,up
2009-11-17,1.99,1.98,up
2009-11-18,1.96,1.98,down
2009-11-19,1.95,1.98,down
2009-11-20,2.01,1.99,up
2009-11-21,2.01,2.02,down
2009-11-22,2.01,2.0,up
2009-11-23,2.03,2.0,up
2009-11-24,2.0,2.0,same
2009-11-25,1.99,2.0,down
2009-11-26,2.01,2.0,up
2009-11-27,2.0,2.0,same
2009-11-28,2.0,2.0,same
2009-11-29,2.0,2.01,down
2009-11-30,2.01,2.01,same
2009-12-01,2.0,2.01,down
2009-12-02,2.0,2.01,down
2009-12-03,2.0,2.0,same
2009-12-04,2.0,1.99,up
2009-12-05,2.0,1.99,up
2009-12-06,2.0,2.0,same
2009-12-07,1.99,2.0,down
2009-12-08,1.97,2.0,down
2009-12-09,1.97,2.0,down
2009-12-10,2.01,2.0,up
2009-12-11,2.0,2.07,down
2009-12-12,2.0,1.98,up
2009-12-13,2.0,2.01,down
2009-12-14,2.0,2.0,same
2009-12-15,2.0,2.0,same
2009-12-16,2.0,2.0,same
2009-12-17,2.0,2.01,down
2009-12-18,2.0,1.99,up
2009-12-19,2.0,1.96,up
2009-12-20,2.0,1.95,up
2009-12-21,2.0,2.01,down
2009-12-22,1.99,2.01,down
2009-12-23,1.99,2.01,down
2009-12-24,1.98,2.03,down
2009-12-25,1.98,2.0,down
2009-12-26,1.98,1.99,down
2009-12-27,1.98,2.01,down
2009-12-28,2.0,2.0,same
2009-12-29,2.0,2.0,same
2009-12-30,2.0,2.0,same
2009-12-31,2.01,2.01,same
2010-01-01,2.01,2.0,up
2010-01-02,2.01,2.0,up
2010-01-03,2.01,2.0,up
2010-01-04,1.99,2.0,down
2010-01-05,1.98,2.0,down
2010-01-06,1.96,2.0,down
2010-01-07,2.0,1.99,up
2010-01-08,2.0,1.97,up
2010-01-09,2.0,1.97,up
2010-01-10,2.0,2.01,down
2010-01-11,2.0,2.0,same
2010-01-12,2.0,2.0,same
2010-01-13,2.0,2.0,same
2010-01-14,2.0,2.0,same
2010-01-15,2.0,2.0,same
2010-01-16,2.0,2.0,same
2010-01-17,2.0,2.0,same
2010-01-18,1.99,2.0,down
2010-01-19,1.99,2.0,down
2010-01-20,1.97,2.0,down
2010-01-21,2.01,2.0,up
2010-01-22,2.0,1.99,up
2010-01-23,2.0,1.99,up
2010-01-24,2.0,1.98,up
2010-01-25,2.01,1.98,up
2010-01-26,2.01,1.98,up
2010-01-27,2.01,1.98,up
2010-01-28,2.01,2.0,up
2010-01-29,2.01,2.0,up
2010-01-30,2.01,2.0,up
2010-01-31,2.01,2.01,same
2010-02-01,2.01,2.01,same
2010-02-02,2.0,2.01,down
2010-02-03,2.0,2.01,down
2010-02-04,2.0,1.99,up
2010-02-05,2.0,1.98,up
2010-02-06,2.0,1.96,up
2010-02-07,2.0,2.0,same
2010-02-08,2.0,2.0,same
2010-02-09,1.99,2.0,down
2010-02-10,1.97,2.0,down
2010-02-11,2.02,2.0,up
2010-02-12,2.02,2.0,up
2010-02-13,2.02,2.0,up
2010-02-14,2.02,2.0,up
2010-02-15,2.02,2.0,up
2010-02-16,2.02,2.0,up
2010-02-17,2.02,2.0,up
2010-02-18,2.02,1.99,up
2010-02-19,2.01,1.99,up
2010-02-20,2.01,1.97,up
2010-02-21,2.01,2.01,same
2010-02-22,1.98,2.0,down
2010-02-23,1.92,2.0,down
2010-02-24,1.9,2.0,down
2010-02-25,2.02,2.01,up
2010-02-26,2.02,2.01,up
2010-02-27,2.02,2.01,up
2010-02-28,2.02,2.01,up
2010-03-01,2.02,2.01,up
2010-03-02,2.02,2.01,up
2010-03-03,2.01,2.01,same
2010-03-04,2.02,2.01,up
2010-03-05,2.01,2.0,up
2010-03-06,2.01,2.0,up
2010-03-07,2.01,2.0,up
2010-03-08,2.02,2.0,up
2010-03-09,2.02,2.0,up
2010-03-10,1.99,2.0,down
2010-03-11,2.02,2.0,up
2010-03-12,2.02,1.99,up
2010-03-13,2.02,1.97,up
2010-03-14,2.02,2.02,same
2010-03-15,2.01,2.02,down
2010-03-16,2.01,2.02,down
2010-03-17,2.0,2.02,down
2010-03-18,2.01,2.02,down
2010-03-19,2.01,2.02,down
2010-03-20,2.01,2.02,down
2010-03-21,2.01,2.02,down
2010-03-22,2.01,2.01,same
2010-03-23,2.0,2.01,down
2010-03-24,2.0,2.01,down
2010-03-25,2.01,1.98,up
2010-03-26,2.0,1.92,up
2010-03-27,2.0,1.9,up
2010-03-28,2.0,2.02,down
2010-03-29,2.0,2.02,down
2010-03-30,1.99,2.02,down
2010-03-31,2.0,2.02,down
2010-04-01,1.99,2.02,down
2010-04-02,2.0,2.02,down
2010-04-03,2.0,2.01,down
2010-04-04,2.0,2.02,down
2010-04-05,2.0,2.01,down
2010-04-06,2.02,2.01,up
2010-04-07,2.02,2.01,up
2010-04-08,2.02,2.02,same
2010-04-09,2.0,2.02,down
2010-04-10,2.0,1.99,up
2010-04-11,2.0,2.02,down
2010-04-12,2.01,2.02,down
2010-04-13,2.01,2.02,down
2010-04-14,2.0,2.02,down
2010-04-15,2.0,2.01,down
2010-04-16,1.99,2.01,down
2010-04-17,1.99,2.0,down
2010-04-18,1.99,2.01,down
2010-04-19,2.0,2.01,down
2010-04-20,2.0,2.01,down
2010-04-21,2.01,2.01,same
2010-04-22,2.0,2.01,down
2010-04-23,2.0,2.0,same
2010-04-24,2.0,2.0,same
2010-04-25,2.0,2.01,down
2010-04-26,2.01,2.0,up
2010-04-27,2.01,2.0,up
2010-04-28,2.01,2.0,up
2010-04-29,2.0,2.0,same
2010-04-30,2.0,1.99,up
2010-05-01,2.0,2.0,same
2010-05-02,2.0,1.99,up
2010-05-03,2.0,2.0,same
2010-05-04,2.05,2.0,up
2010-05-05,2.05,2.0,up
2010-05-06,2.02,2.0,up
2010-05-07,2.01,2.02,down
2010-05-08,2.01,2.02,down
2010-05-09,2.01,2.02,down
2010-05-10,2.01,2.0,up
2010-05-11,2.01,2.0,up
2010-05-12,2.01,2.0,up
2010-05-13,2.01,2.01,same
2010-05-14,2.01,2.01,same
2010-05-15,2.01,2.0,up
2010-05-16,2.01,2.0,up
2010-05-17,2.02,1.99,up
2010-05-18,2.01,1.99,up
2010-05-19,2.01,1.99,up
2010-05-20,2.02,2.0,up
2010-05-21,2.02,2.0,up
2010-05-22,2.02,2.01,up
2010-05-23,2.02,2.0,up
2010-05-24,2.02,2.0,up
2010-05-25,2.02,2.0,up
2010-05-26,1.99,2.0,down
2010-05-27,1.98,2.01,down
2010-05-28,1.98,2.01,down
2010-05-29,1.98,2.01,down
2010-05-30,1.98,2.0,down
2010-05-31,2.0,2.0,same
2010-06-01,1.99,2.0,down
2010-06-02,1.99,2.0,down
2010-06-03,1.99,2.0,down
2010-06-04,1.98,2.05,down
2010-06-05,1.98,2.05,down
2010-06-06,1.98,2.02,down
2010-06-07,1.99,2.01,down
2010-06-08,1.95,2.01,down
2010-06-09,1.97,2.01,down
2010-06-10,2.02,2.01,up
2010-06-11,2.02,2.01,up
2010-06-12,2.02,2.01,up
2010-06-13,2.02,2.01,up
2010-06-14,2.02,2.01,up
2010-06-15,2.02,2.01,up
2010-06-16,2.01,2.01,same
2010-06-17,2.01,2.02,down
2010-06-18,2.0,2.01,down
2010-06-19,2.0,2.01,down
2010-06-20,2.0,2.02,down
2010-06-21,2.01,2.02,down
2010-06-22,2.01,2.02,down
2010-06-23,1.97,2.02,down
2010-06-24,2.02,2.02,same
2010-06-25,2.02,2.02,same
2010-06-26,2.02,1.99,up
2010-06-27,2.02,1.98,up
2010-06-28,1.99,1.98,up
2010-06-29,1.95,1.98,down
2010-06-30,2.03,1.98,up
2010-07-01,1.99,2.0,down
2010-07-02,1.99,1.99,same
2010-07-03,1.99,1.99,same
2010-07-04,1.99,1.99,same
2010-07-05,2.01,1.98,up
2010-07-06,2.05,1.98,up
2010-07-07,2.04,1.98,up
2010-07-08,2.02,1.99,up
2010-07-09,2.26,1.95,up
2010-07-10,2.26,1.97,up
2010-07-11,2.26,2.02,up
2010-07-12,2.27,2.02,up
2010-07-13,2.26,2.02,up
2010-07-14,2.26,2.02,up
2010-07-15,2.27,2.02,up
2010-07-16,2.25,2.02,up
2010-07-17,2.25,2.01,up
2010-07-18,2.25,2.01,up
2010-07-19,2.26,2.0,up
2010-07-20,2.27,2.0,up
2010-07-21,2.27,2.0,up
2010-07-22,2.27,2.01,up
2010-07-23,2.27,2.01,up
2010-07-24,2.27,1.97,up
2010-07-25,2.27,2.02,up
2010-07-26,2.27,2.02,up
2010-07-27,2.27,2.02,up
2010-07-28,2.27,2.02,up
2010-07-29,2.28,1.99,up
2010-07-30,2.28,1.95,up
2010-07-31,2.28,2.03,up
2010-08-01,2.28,1.99,up
2010-08-02,2.28,1.99,up
2010-08-03,2.27,1.99,up
2010-08-04,2.27,1.99,up
2010-08-05,2.28,2.01,up
2010-08-06,2.27,2.05,up
2010-08-07,2.27,2.04,up
2010-08-08,2.27,2.02,up
2010-08-09,2.28,2.26,up
2010-08-10,2.28,2.26,up
2010-08-11,2.29,2.26,up
2010-08-12,2.27,2.27,same
2010-08-13,2.27,2.26,up
2010-08-14,2.27,2.26,up
2010-08-15,2.27,2.27,same
2010-08-16,2.27,2.25,up
2010-08-17,2.27,2.25,up
2010-08-18,2.27,2.25,up
2010-08-19,2.28,2.26,up
2010-08-20,2.28,2.27,up
2010-08-21,2.28,2.27,up
2010-08-22,2.28,2.27,up
2010-08-23,2.26,2.27,down
2010-08-24,2.3,2.27,up
2010-08-25,2.3,2.27,up
2010-08-26,2.28,2.27,up
2010-08-27,2.28,2.27,up
2010-08-28,2.28,2.27,up
2010-08-29,2.28,2.28,same
2010-08-30,2.27,2.28,down
2010-08-31,2.28,2.28,same
2010-09-01,2.27,2.28,down
2010-09-02,2.27,2.28,down
2010-09-03,2.27,2.27,same
2010-09-04,2.27,2.27,same
2010-09-05,2.27,2.28,down
2010-09-06,2.26,2.27,down
2010-09-07,2.26,2.27,down
2010-09-08,2.27,2.27,same
2010-09-09,2.27,2.28,down
2010-09-10,2.27,2.28,down
2010-09-11,2.27,2.29,down
2010-09-12,2.27,2.27,same
2010-09-13,2.27,2.27,same
2010-09-14,2.27,2.27,same
2010-09-15,2.28,2.27,up
2010-09-16,2.28,2.27,up
2010-09-17,2.28,2.27,up
2010-09-18,2.28,2.27,up
2010-09-19,2.28,2.28,same
2010-09-20,2.28,2.28,same
